台灣新聞,#genre#
三立新聞,http://odaloawe.abc.hk3.345888.xyz.cdn.cloudflare.net/live3.php?channel=f785a624712f23f2e328eb798488eca5&expiry=1735554697&token=e3eeca91951d920bef960134fca44f7e
年代新聞,http://odaloawe.abc.hk3.345888.xyz.cdn.cloudflare.net/live3.php?channel=b0846d284f64f3e32fb7ec3a3313cfe0&expiry=1735554697&token=1a1f36eadbe14de233c12e7bdb354937
東森新聞,http://odaloawe.abc.hk3.345888.xyz.cdn.cloudflare.net/live3.php?channel=a85d2a14089ecd628e43060f24743ff1&expiry=1735554697&token=e46310263bc52eef12460e972c2170bc
民視新聞,http://odaloawe.abc.hk3.345888.xyz.cdn.cloudflare.net/live3.php?channel=76929683e9c7f6118bd4725174294a22&expiry=1735554697&token=aed1f45e4300c8687b74e82a29601a36

台視新聞,http://odaloawe.abc.hk3.345888.xyz.cdn.cloudflare.net/live3.php?channel=8ff3cec98e357ee2f42898d33efeae23&expiry=1735554697&token=55f74aca3e1e5ee184b9878bc48d6423
東森財經,http://odaloawe.abc.hk3.345888.xyz.cdn.cloudflare.net/live3.php?channel=13225ba284bc19618ea888e640076c45&expiry=1735554697&token=8be030473b4008125971f6f9d4809864





年代新聞,https://stream1.freetv.fun/nian-dai-xin-wen-1.m3u8


民視新聞,https://www.4gtv.tv/channel/litv-ftv13?set=1&ch=31
東森新聞,https://www.4gtv.tv/channel/4gtv-4gtv152?set=1&ch=292
寰宇台灣,https://www.4gtv.tv/channel/litv-longturn15?set=1&ch=280
TVBS新聞,https://www.4gtv.tv/channel/4gtv-4gtv072?set=1&ch=291
東森財經,https://www.4gtv.tv/channel/4gtv-4gtv153?set=1&ch=293
三立iNEWS,https://www.4gtv.tv/channel/4gtv-live089?set=1&ch=229
鏡新聞,https://www.4gtv.tv/channel/4gtv-4gtv075?set=1&ch=268

民視新聞,http://211.23.114.106:8542/http/60.251.39.91:8081/hls/73/815/ch52.m3u8
寰宇新聞,http://211.23.114.106:8547/http/60.251.39.91:8081/hls/76/818/ch62.m3u8

年代新聞,https://z88.ubtvfans.com/live/rx1/2719/e6c557b196839b722c4e29b89f91f5cd/index.m3u8
壹新聞,https://z88.ubtvfans.com/live/rx1/2777/56545d12ee6dcbf23fff2852f4891152/index.m3u8









東森新聞,https://today.line.me/tw/v2/article/grrvVZ

TVBS新聞,https://today.line.me/tw/v2/article/jggMBa






鏡新聞,http://tv.redrainl.site:9500/live.m3u8?c=28
TVBS新聞,http://38.64.72.148/hls/modn/list/4006/playlist.m3u8
東森新聞,http://50.7.238.114:8278/ettvnews/playlist.m3u8?tid=m1785954e5a67&ct=18336&tsum=ce82c650c85a63fe1ead9e30f2d4bfb4
東森財經,http://50.7.238.114:8278/ettvcaijing_twn/playlist.m3u8?tid=MB8B2069463920694639&ct=19249&tsum=05ff51a1b274ce7d31d05bbf11df18ad


TVBS新聞,http://38.64.72.148:80/hls/modn/list/4006/chunklist1.m3u8
TVBS新聞,http://198.16.100.90:8278/tvbs_n/playlist.m3u8?tid=MECE3233774032337740&ct=19225&tsum=47a22a993d8e9b29582dfde5631c78b0

東森新聞,http://198.16.100.90:8278/ettvnews/playlist.m3u8?tid=MD1D1428989414289894&ct=19346&tsum=d8fc0ab62e1d97aaca4279883cb1101c
台視新聞,http://38.64.72.148/hls/modn/list/4013/chunklist0.m3u8
中視新聞,http://198.16.100.90:8278/zhongshinews_twn/playlist.m3u8?tid=MAAA4459856044598560&ct=19193&tsum=1b7bdea69c00cd48e31f13442c75c376
中視新聞,http://198.16.100.90:8278/ca73a13c37/playlist.m3u8?tid=mee3f06f682eb&ct=18335&tsum=7491cceca17c1e2af05824583855f8bd
三立iNEWS,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV01.m3u8
三立新聞,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV32.m3u8



東森新聞,http://38.207.160.104:11012/live.php?date=231108&id=ebc-news

民視新聞,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV17.m3u8

東森財經,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV03.m3u8
東森財經,rtmp://9sv1.mine.nu:1935/sat/tv571
東森財經,http://8.210.88.135/ml.php?id=ettvcaijing_twn
東森財經,http://38.207.160.104:11012/live.php?date=231108&id=ebc-finance
鏡新聞,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV70.m3u8
鏡新聞,http://38.207.160.104:11012/live.php?date=231108&id=mnews
寰宇新聞,http://38.207.160.104:11012/live.php?date=231108&id=global-news
寰宇新聞,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV02.m3u8
TVBS新聞,http://38.207.160.104:11012/live.php?date=231108&id=tvbs-news
TVBS新聞,rtmp://9sv1.mine.nu:1935/sat/tv551
TVBS新聞,rtmp://9sv1.mine.nu:1935/sat/tv551
TVBS新聞,http://8.210.88.135/ml.php?id=tvbs_n
台視新聞,http://38.207.160.104:11012/live.php?date=231108&id=ttv-news
台視新聞,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV25.m3u8
台視新聞,rtmp://9sv1.mine.nu:1935/sat/tv071
中視新聞,http://38.207.160.104:11012/live.php?date=231108&id=ctv-news
中視新聞,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV09.m3u8
中視新聞,rtmp://9sv1.mine.nu:1935/sat/tv091
華視新聞,rtmp://9sv1.mine.nu:1935/sat/tv111





民視新聞,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8



TVBS新聞,http://38.64.72.148/hls/modn/list/4006/chunklist0.m3u8
TVBS新聞,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV31.m3u8

鏡新聞,https://ytm2.yuanhsing.cf/mnews.m3u8
鏡新聞,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV70.m3u8

東森財經,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV03.m3u8
台視新聞,https://ytm2.yuanhsing.cf/ttvnewsview.m3u8
台視新聞,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV25.m3u8
中視新聞,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV09.m3u8
中視新聞,https://ytm2.yuanhsing.cf/twctvnews.m3u8
三立新聞,http://125.227.210.55:35238/VideoInput/play.ts
三立iNEWS,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV01.m3u8



















